country,year,gdp,lexp,health,growth,food,Region,pop
Cambodia,2009,2420,65.7,9.81,1.5,2420,Asia & Pacific,14100000
Cambodia,2010,2520,66.1,10.5,1.54,2420,Asia & Pacific,14300000
Cameroon,1995,2260,56.5,6.1,2.64,2050,Africa,13500000
Cameroon,1996,2320,56.1,5.93,2.58,2030,Africa,13800000
Cameroon,1997,2380,55.5,6.57,2.52,2100,Africa,14200000
Cameroon,1998,2430,55,4.86,2.5,2100,Africa,14500000
Cameroon,1999,2470,54.8,5.03,2.5,2120,Africa,14900000
Cameroon,2000,2510,54.5,6.09,2.54,2120,Africa,15300000
Cameroon,2001,2550,54.4,6.79,2.57,2160,Africa,15700000
Cameroon,2002,2590,54.5,7.94,2.6,2200,Africa,16100000
Cameroon,2003,2620,54.5,8.21,2.63,2230,Africa,16500000
Cameroon,2004,2650,54.6,7.07,2.66,2250,Africa,17000000
Cameroon,2005,2640,54.9,7.67,2.69,2310,Africa,17400000
Cameroon,2006,2650,55.3,7.41,2.71,2350,Africa,17900000
Cameroon,2007,2660,55.6,6.77,2.73,2380,Africa,18400000
Cameroon,2008,2660,56.2,5.57,2.74,2450,Africa,18900000
Cameroon,2009,2640,56.8,7.34,2.74,2490,Africa,19400000
Cameroon,2010,2660,57.3,8.53,2.73,2510,Africa,20000000
Canada,1995,32200,78,13.3,0.828,3210,North America,29300000
Canada,1996,32400,78.3,13.4,1.08,3250,North America,29600000
Canada,1997,33400,78.5,13.9,1.06,3390,North America,29900000
Canada,1998,34400,78.7,14.2,0.866,3460,North America,30200000
Canada,1999,35900,79,14.6,0.827,3500,North America,30500000
Canada,2000,37400,79.2,15.1,0.883,3510,North America,30700000
Canada,2001,37700,79.4,15.5,1.01,3500,North America,31000000
Canada,2002,38500,79.6,16.2,0.897,3500,North America,31300000
Canada,2003,38800,79.8,16.7,0.996,3520,North America,31600000
Canada,2004,39600,80,17.2,1,3530,North America,31900000
Canada,2005,40500,80.2,17.6,0.986,3480,North America,32300000
Canada,2006,41200,80.4,17.6,0.797,3470,North America,32600000
Canada,2007,41600,80.6,17.9,0.97,3480,North America,33000000
Canada,2008,41600,80.8,18.1,1.08,3470,North America,33400000
Canada,2009,39900,81.1,18.1,1.14,3440,North America,33800000
Canada,2010,40700,81.3,18.1,1.11,3450,North America,34200000
Cape Verde,1995,2420,67.2,7.89,2.6,2310,Africa,389000
Cape Verde,1996,2630,68.7,7.95,2.45,2310,Africa,399000
Cape Verde,1997,2860,68.9,8.79,2.33,2340,Africa,408000
Cape Verde,1998,3150,69.1,10.2,2.22,2340,Africa,417000
Cape Verde,1999,3430,69.3,9.01,2.12,2330,Africa,426000
Cape Verde,2000,3840,69.8,9.57,2.04,2360,Africa,435000
Cape Verde,2001,3850,70,11.6,1.97,2370,Africa,444000
Cape Verde,2002,3970,70.3,11,1.87,2320,Africa,452000
Cape Verde,2003,4070,70.6,10.7,1.76,2410,Africa,460000
Cape Verde,2004,4410,70.8,12.7,1.62,2520,Africa,468000
Cape Verde,2005,4640,71.1,10,1.47,2520,Africa,475000
Cape Verde,2006,4950,71.4,11,1.3,2510,Africa,481000
Cape Verde,2007,5630,71.4,10.8,1.17,2570,Africa,486000
Cape Verde,2008,5940,72,10.1,1.08,2540,Africa,492000
Cape Verde,2009,5810,72.2,9.73,1.06,2560,Africa,497000
Cape Verde,2010,5830,72.5,10.1,1.08,2520,Africa,502000
Central African Republic,1995,858,46.2,7,2.57,1880,Africa,3350000
Central African Republic,1996,804,45.6,10,2.45,1900,Africa,3440000
Central African Republic,1997,827,45.1,9,2.34,1920,Africa,3520000
Central African Republic,1998,847,44.9,5.83,2.25,1990,Africa,3600000
Central African Republic,1999,858,44.7,6.69,2.18,1930,Africa,3680000
Central African Republic,2000,819,44.5,10.1,2.11,1980,Africa,3750000
Central African Republic,2001,839,44.4,11.5,2.04,1990,Africa,3830000
Central African Republic,2002,852,44.5,10.2,1.95,2000,Africa,3910000
Central African Republic,2003,791,44.6,12.5,1.88,1970,Africa,3980000
Central African Republic,2004,824,44.8,11,1.83,1990,Africa,4060000
Central African Republic,2005,816,45,7.79,1.78,2030,Africa,4130000
Central African Republic,2006,840,45.3,9.41,1.77,2030,Africa,4200000
Central African Republic,2007,864,45.7,10.4,1.75,2090,Africa,4280000
Central African Republic,2008,867,46.3,8.45,1.61,2130,Africa,4350000
Central African Republic,2009,870,47,8.45,1.35,2140,Africa,4400000
Central African Republic,2010,888,47.5,8.45,1,2160,Africa,4450000
Chad,1995,1040,53.5,11.1,3.32,1800,Africa,7000000
Chad,1996,1030,53,11.1,3.38,1820,Africa,7240000
Chad,1997,1050,52.7,11.1,3.42,1900,Africa,7490000
Chad,1998,1090,52.4,11.1,3.49,2040,Africa,7760000
Chad,1999,1040,52.4,11.9,3.58,1990,Africa,8040000
Chad,2000,993,52.2,13.1,3.67,1950,Africa,8340000
Chad,2001,1070,52.4,13.8,3.77,2020,Africa,8660000
Chad,2002,1120,52.6,12,3.83,1970,Africa,9000000
Chad,2003,1230,52.8,13.1,3.83,2020,Africa,9350000
Chad,2004,1590,53.1,10.3,3.74,2030,Africa,9710000
Chad,2005,1790,53.9,13.4,3.61,2030,Africa,10100000
Chad,2006,1740,54.1,7.29,3.46,2020,Africa,10400000
Chad,2007,1740,54.9,4.63,3.34,2030,Africa,10800000
Chad,2008,1740,55.2,3.27,3.27,2030,Africa,11100000
Chad,2009,1750,55.9,3.27,3.26,2020,Africa,11500000
Chad,2010,1930,56.5,3.27,3.29,2060,Africa,11900000
Chile,1995,12200,75.4,12.7,1.45,2760,South/Latin America,14300000
Chile,1996,12800,75.7,12.8,1.4,2780,South/Latin America,14500000
Chile,1997,13600,76.2,13,1.35,2790,South/Latin America,14700000
Chile,1998,14000,76.5,13.6,1.3,2800,South/Latin America,14900000
Chile,1999,13800,76.9,13.4,1.26,2800,South/Latin America,15100000
Chile,2000,14300,77.2,14.1,1.22,2830,South/Latin America,15300000
Chile,2001,14600,77.4,14.8,1.19,2870,South/Latin America,15400000
Chile,2002,14900,77.7,15,1.15,2900,South/Latin America,15600000
Chile,2003,15300,77.9,12.4,1.12,2890,South/Latin America,15800000
Chile,2004,16300,78.1,12.9,1.1,2920,South/Latin America,16000000
Chile,2005,17000,78.4,13,1.08,2910,South/Latin America,16100000
Chile,2006,17900,78.7,14,1.06,2960,South/Latin America,16300000
Chile,2007,18600,78.9,15.9,1.05,2930,South/Latin America,16500000
Chile,2008,19000,79.2,15.6,1.03,2940,South/Latin America,16700000
Chile,2009,18500,79.2,16.2,1,2890,South/Latin America,16800000
Chile,2010,19400,79.1,16.3,0.969,2920,South/Latin America,17000000
China,1995,2560,68.4,15.2,1.09,2690,Asia & Pacific,1240000000
China,1996,2790,68.7,14.6,1.05,2700,Asia & Pacific,1250000000
China,1997,3020,69,13.9,1.02,2730,Asia & Pacific,1260000000
China,1998,3220,69.3,12.9,0.96,2770,Asia & Pacific,1270000000
China,1999,3440,69.7,11.7,0.866,2760,Asia & Pacific,1280000000
China,2000,3700,70,10.9,0.788,2810,Asia & Pacific,1280000000
China,2001,3980,70.3,9.34,0.726,2820,Asia & Pacific,1290000000
China,2002,4320,70.7,9.41,0.67,2830,Asia & Pacific,1300000000
China,2003,4720,71.3,9.68,0.623,2830,Asia & Pacific,1310000000
China,2004,5170,71.9,10.1,0.594,2860,Asia & Pacific,1310000000
China,2005,5720,72.4,9.89,0.588,2880,Asia & Pacific,1320000000
China,2006,6410,73,9.9,0.558,2880,Asia & Pacific,1330000000
China,2007,7290,73.5,10.9,0.522,2920,Asia & Pacific,1340000000
China,2008,7950,73.8,11.6,0.512,2980,Asia & Pacific,1340000000
China,2009,8650,74.3,12.1,0.497,2990,Asia & Pacific,1350000000
China,2010,9530,74.6,12.1,0.483,3040,Asia & Pacific,1360000000
Colombia,1995,8440,72,19.9,1.67,2770,South/Latin America,37400000
Colombia,1996,8480,72.2,22.9,1.61,2760,South/Latin America,38000000
Colombia,1997,8630,72.7,24.6,1.56,2770,South/Latin America,38600000
Colombia,1998,8550,73,24.9,1.51,2730,South/Latin America,39200000
Colombia,1999,8070,73,23.1,1.48,2760,South/Latin America,39800000
Colombia,2000,8310,73.3,21.4,1.46,2780,South/Latin America,40400000
Colombia,2001,8330,73.4,18.6,1.44,2820,South/Latin America,41000000
Colombia,2002,8420,73.6,19,1.41,2780,South/Latin America,41600000
Colombia,2003,8630,74.3,20.5,1.38,2800,South/Latin America,42200000
Colombia,2004,8960,74.6,19.8,1.35,2780,South/Latin America,42700000
Colombia,2005,9260,75,19,1.31,2730,South/Latin America,43300000
Colombia,2006,9760,75.2,18.8,1.26,2770,South/Latin America,43800000
Colombia,2007,10300,75.8,18.8,1.22,2800,South/Latin America,44400000
Colombia,2008,10500,76,18.8,1.18,2810,South/Latin America,44900000
Colombia,2009,10600,76.2,19.3,1.14,2710,South/Latin America,45400000
Colombia,2010,10900,76.4,20.1,1.1,2670,South/Latin America,45900000
Comoros,1995,1440,60,8.18,2.8,NA,Arab States,475000
Comoros,1996,1380,59.3,8.14,2.75,NA,Arab States,489000
Comoros,1997,1400,60.2,8.85,2.69,NA,Arab States,502000
Comoros,1998,1380,60.2,8.6,2.64,NA,Arab States,515000
Comoros,1999,1370,61.3,10.5,2.58,NA,Arab States,529000
Comoros,2000,1480,61.5,9.32,2.52,NA,Arab States,542000
Comoros,2001,1480,62.4,4.98,2.46,NA,Arab States,556000
Comoros,2002,1480,62.7,6.79,2.42,NA,Arab States,569000
Comoros,2003,1470,63.5,8.28,2.38,NA,Arab States,583000
Comoros,2004,1470,64,10.2,2.37,NA,Arab States,597000
Comoros,2005,1470,64.3,11.3,2.38,NA,Arab States,612000
Comoros,2006,1480,64.5,11.9,2.39,NA,Arab States,626000
Comoros,2007,1450,64.7,12.5,2.4,NA,Arab States,642000
Comoros,2008,1420,65.3,11.7,2.4,NA,Arab States,657000
Comoros,2009,1420,64.9,7.32,2.41,NA,Arab States,673000
Comoros,2010,1410,65.9,13.1,2.41,NA,Arab States,690000
Costa Rica,1995,8960,77,20.9,2.46,2770,South/Latin America,3510000
Costa Rica,1996,8860,77.1,21.7,2.41,2710,South/Latin America,3600000
Costa Rica,1997,9130,77.3,20.3,2.36,2720,South/Latin America,3680000
Costa Rica,1998,9550,77.5,21.4,2.27,2760,South/Latin America,3770000
Costa Rica,1999,9710,77.8,20.9,2.14,2800,South/Latin America,3850000
Costa Rica,2000,9880,78,21.7,1.97,2800,South/Latin America,3930000
Costa Rica,2001,10000,78.3,21.4,1.8,2800,South/Latin America,4000000
Costa Rica,2002,10200,78.5,22.2,1.65,2770,South/Latin America,4060000
Costa Rica,2003,10500,78.8,22.8,1.53,2750,South/Latin America,4130000
Costa Rica,2004,10800,79.1,23.1,1.47,2760,South/Latin America,4190000
Costa Rica,2005,11000,79.3,21,1.44,2810,South/Latin America,4250000
Costa Rica,2006,11700,79.6,22.1,1.42,2870,South/Latin America,4310000
Costa Rica,2007,12400,80,24.6,1.4,2860,South/Latin America,4370000
Costa Rica,2008,12800,80.2,26.1,1.36,2840,South/Latin America,4430000
Costa Rica,2009,12500,80.3,30.6,1.32,2840,South/Latin America,4490000
Costa Rica,2010,13000,80.4,29,1.26,2850,South/Latin America,4550000
Croatia,1995,12600,72.3,14.3,0.408,2550,Europe,4620000
Croatia,1996,13900,73,14.5,-3.82,2550,Europe,4570000
Croatia,1997,14600,73.2,11.8,1.72,2530,Europe,4530000
Croatia,1998,15100,73.4,12.9,-1.57,2520,Europe,4490000
Croatia,1999,14700,73.6,13.5,1.17,2540,Europe,4460000
Croatia,2000,15700,73.9,14.5,-2.85,2560,Europe,4430000
Croatia,2001,16200,74.2,13.8,0.316,2740,Europe,4410000
Croatia,2002,17100,74.4,12,NA,2820,Europe,4400000
Croatia,2003,18000,74.7,14,NA,2870,Europe,4390000
Croatia,2004,18800,74.9,14.1,-0.0225,2940,Europe,4380000
Croatia,2005,19500,75.1,15.9,0.0676,2980,Europe,4380000
Croatia,2006,20500,75.3,16.4,-0.045,3070,Europe,4370000
Croatia,2007,21600,75.6,17.6,-0.0901,3080,Europe,4360000
Croatia,2008,22000,75.8,17.7,-0.0336,3110,Europe,4350000
Croatia,2009,20400,76.1,17.7,-0.123,3060,Europe,4340000
Croatia,2010,20100,76.3,17.7,-0.255,2970,Europe,4330000
Cuba,1995,9270,75.2,8.02,0.51,2330,South/Latin America,10900000
Cuba,1996,10000,75.5,9.29,0.503,2450,South/Latin America,11000000
Cuba,1997,10300,75.7,9.99,0.482,2560,South/Latin America,11000000
Cuba,1998,10400,76,10.3,0.454,2650,South/Latin America,11100000
Cuba,1999,11100,76.3,11.1,0.414,2900,South/Latin America,11100000
Cuba,2000,11600,76.6,10.8,0.366,3030,South/Latin America,11200000
Cuba,2001,11900,76.9,11.4,0.321,3080,South/Latin America,11200000
Cuba,2002,12100,77.1,11.2,0.281,3150,South/Latin America,11200000
Cuba,2003,12400,77.3,10.9,0.239,3250,South/Latin America,11200000
Cuba,2004,13100,77.5,10.3,0.196,3350,South/Latin America,11300000
Cuba,2005,14100,77.6,11.7,0.154,3250,South/Latin America,11300000
Cuba,2006,15800,77.8,11.2,0.106,3260,South/Latin America,11300000
Cuba,2007,16900,78,14.5,0.066,3250,South/Latin America,11300000
Cuba,2008,17600,78.1,13.2,0.0537,3120,South/Latin America,11300000
Cuba,2009,17900,78.3,14.9,0.0782,3230,South/Latin America,11300000
Cuba,2010,18300,78.4,13.9,0.128,3160,South/Latin America,11300000
Czech Republic,1995,19200,73.3,11.5,-0.0613,3210,Europe,10400000
Czech Republic,1996,20100,73.8,13.9,-0.116,3320,Europe,10400000
Czech Republic,1997,19900,74.1,13.6,-0.108,3240,Europe,10300000
Czech Republic,1998,19900,74.4,13.5,-0.0947,3270,Europe,10300000
Czech Republic,1999,20200,74.7,13.6,-0.102,3120,Europe,10300000
Czech Republic,2000,21100,75,13.7,-0.28,3080,Europe,10300000
Czech Republic,2001,21900,75.2,13.1,-0.376,3170,Europe,10300000
Czech Republic,2002,22300,75.4,13.5,-0.193,3240,Europe,10300000
Czech Republic,2003,23100,75.6,12.8,-0.0286,3320,Europe,10200000
Czech Republic,2004,24200,75.9,14.2,0.0304,3320,Europe,10200000
Czech Republic,2005,25700,76.2,14.1,0.138,3320,Europe,10300000
Czech Republic,2006,27400,76.5,13.8,0.271,3280,Europe,10300000
Czech Republic,2007,28800,76.8,13.5,0.584,3260,Europe,10400000
Czech Republic,2008,29300,77.1,13.7,0.829,3270,Europe,10400000
Czech Republic,2009,27700,77.2,14.9,0.57,3280,Europe,10500000
Czech Republic,2010,28300,77.5,14.9,0.291,3280,Europe,10500000
Democratic Republic of the Congo,1995,731,53.1,2.16,3.23,1980,Africa,41600000
Democratic Republic of the Congo,1996,704,51.1,1.62,2.79,1970,Africa,42800000
Democratic Republic of the Congo,1997,648,52.5,2.45,2.45,1990,Africa,43800000
Democratic Republic of the Congo,1998,623,52.6,2.02,2.28,2050,Africa,44800000
Democratic Republic of the Congo,1999,583,53.1,2.6,2.33,2100,Africa,45900000
Democratic Republic of the Congo,2000,529,53.4,1.79,2.53,2180,Africa,47100000
Democratic Republic of the Congo,2001,504,53.6,2.79,2.76,2230,Africa,48400000
Democratic Republic of the Congo,2002,504,53.8,2.44,2.93,2260,Africa,49800000
Democratic Republic of the Congo,2003,516,54,10.7,3.07,2240,Africa,51400000
Democratic Republic of the Congo,2004,534,54.9,5.97,3.15,2260,Africa,53000000
Democratic Republic of the Congo,2005,549,55.4,7.41,3.19,2040,Africa,54800000
Democratic Republic of the Congo,2006,559,55.9,7.07,3.22,2140,Africa,56500000
Democratic Republic of the Congo,2007,575,56.1,8.47,3.26,2140,Africa,58400000
Democratic Republic of the Congo,2008,591,56.5,12.7,3.29,2110,Africa,60400000
Democratic Republic of the Congo,2009,588,56.9,12.5,3.32,2140,Africa,62400000
Democratic Republic of the Congo,2010,609,57.5,9.11,3.33,2140,Africa,64500000
Denmark,1995,37200,75.6,11.3,0.521,3400,Europe,5230000
Denmark,1996,38100,75.9,11.5,0.566,3290,Europe,5250000
Denmark,1997,39200,76.2,11.8,0.416,3370,Europe,5280000
Denmark,1998,39900,76.5,11.9,0.363,3400,Europe,5300000
Denmark,1999,40900,76.6,13.6,0.331,3330,Europe,5320000
Denmark,2000,42300,76.9,13.6,0.334,3310,Europe,5340000
Denmark,2001,42500,77.1,14.1,0.358,3340,Europe,5360000
Denmark,2002,42600,77.3,14.4,0.319,3370,Europe,5370000
Denmark,2003,42600,77.5,14.6,0.272,3340,Europe,5390000
Denmark,2004,43700,77.8,14.9,0.258,3380,Europe,5400000
Denmark,2005,44600,78.1,15.6,0.275,3410,Europe,5420000
Denmark,2006,46200,78.3,16.3,0.329,3410,Europe,5440000
Denmark,2007,46400,78.6,16.6,0.443,3450,Europe,5470000
Denmark,2008,45900,78.9,16.7,0.588,3330,Europe,5500000
Denmark,2009,43400,79.2,16.8,0.535,3340,Europe,5530000
Denmark,2010,44000,79.5,16.8,0.444,3400,Europe,5550000
Djibouti,1995,2480,61.4,6.24,1.28,1710,Arab States,630000
Djibouti,1996,2330,61.4,6.73,2.09,1690,Arab States,644000
Djibouti,1997,2250,61.3,7.82,2.65,1760,Arab States,661000
Djibouti,1998,2190,61.4,10.5,2.93,1860,Arab States,681000
Djibouti,1999,2180,61.3,13.3,2.82,1900,Arab States,700000
Djibouti,2000,2130,61.4,12,2.47,1990,Arab States,718000
Djibouti,2001,2130,61.5,11.8,2.09,1980,Arab States,733000
Djibouti,2002,2150,61.6,10.8,1.83,2050,Arab States,746000
Djibouti,2003,2180,61.7,11.5,1.65,2090,Arab States,759000
Djibouti,2004,2230,61.7,9.3,1.59,2140,Arab States,771000
Djibouti,2005,2260,62,13.7,1.61,2270,Arab States,783000
Djibouti,2006,2330,61.9,12.6,1.64,2310,Arab States,796000
Djibouti,2007,2410,62.5,14.2,1.64,2410,Arab States,809000
Djibouti,2008,2510,62.9,14.2,1.66,2450,Arab States,823000
Djibouti,2009,2590,63.3,14.2,1.68,2470,Arab States,837000
Djibouti,2010,2640,63.7,14.2,1.7,2470,Arab States,851000
Dominica,1995,7220,71.7,11.9,-0.00701,2940,South/Latin America,71400
Dominica,1996,7440,71.7,10.7,-0.313,2900,South/Latin America,71100
Dominica,1997,7590,71.9,10.8,-0.553,2930,South/Latin America,70800
Dominica,1998,8020,72.2,8.95,-0.657,2910,South/Latin America,70300
Dominica,1999,8120,72.4,8.45,-0.552,2930,South/Latin America,69900
Dominica,2000,8180,72.9,6.64,-0.325,3060,South/Latin America,69700
Dominica,2001,8210,73.1,8.5,-0.00861,3040,South/Latin America,69700
Dominica,2002,8050,73.1,9.09,0.221,2980,South/Latin America,69800
Dominica,2003,8640,73.1,7.89,0.385,3010,South/Latin America,70100
Dominica,2004,8880,73.3,8.22,0.407,2960,South/Latin America,70400
Dominica,2005,8840,73.4,7.94,0.352,2920,South/Latin America,70600
Dominica,2006,9080,73.4,10.7,0.255,2920,South/Latin America,70800
Dominica,2007,9630,73.4,8.24,0.202,3040,South/Latin America,71000
Dominica,2008,10300,73.5,8.68,0.175,3020,South/Latin America,71100
Dominica,2009,10200,73.4,8.3,0.218,3040,South/Latin America,71200
Dominica,2010,10200,73,10.5,0.296,2990,South/Latin America,71400
Dominican Republic,1995,6190,72.1,10.7,1.78,2260,South/Latin America,7890000
Dominican Republic,1996,6520,72.2,11,1.72,2180,South/Latin America,8030000
Dominican Republic,1997,6920,72.5,11.8,1.66,2150,South/Latin America,8160000
Dominican Republic,1998,7290,72.7,13.8,1.61,2140,South/Latin America,8300000
Dominican Republic,1999,7660,73,14.1,1.59,2150,South/Latin America,8430000
Dominican Republic,2000,7960,73.2,15.9,1.57,2220,South/Latin America,8560000
Dominican Republic,2001,7980,73.4,11.9,1.56,2260,South/Latin America,8700000
Dominican Republic,2002,8320,73.5,12.2,1.54,2290,South/Latin America,8830000
Dominican Republic,2003,8170,73.5,13,1.52,2140,South/Latin America,8970000
