country,year,gdp,lexp,health,growth,food,Region,pop
Luxembourg,2009,89100,81.2,15.4,1.85,3510,Europe,496000
Luxembourg,2010,91700,81.3,15.4,1.83,3530,Europe,508000
"Macedonia, FYR",1995,7640,71.2,13.7,0.0781,2580,Europe,1980000
"Macedonia, FYR",1996,7710,71.5,14.3,0.312,2580,Europe,1990000
"Macedonia, FYR",1997,7780,71.6,16.2,0.509,2770,Europe,2000000
"Macedonia, FYR",1998,7990,71.7,19,0.621,2870,Europe,2010000
"Macedonia, FYR",1999,8290,71.9,15.1,0.611,2790,Europe,2020000
"Macedonia, FYR",2000,8620,72.2,14.8,0.514,2750,Europe,2030000
"Macedonia, FYR",2001,8320,72.3,12.3,0.394,2630,Europe,2040000
"Macedonia, FYR",2002,8420,72.5,13.4,0.297,2720,Europe,2050000
"Macedonia, FYR",2003,8590,72.6,16.2,0.219,2740,Europe,2050000
"Macedonia, FYR",2004,8980,72.7,16.1,0.176,2870,Europe,2060000
"Macedonia, FYR",2005,9390,72.9,14.7,0.157,2780,Europe,2060000
"Macedonia, FYR",2006,9850,73.1,15.4,0.139,2830,Europe,2060000
"Macedonia, FYR",2007,10500,73.3,13.7,0.112,3020,Europe,2070000
"Macedonia, FYR",2008,11000,73.5,13.6,0.0929,2960,Europe,2070000
"Macedonia, FYR",2009,11000,73.7,12.5,0.0829,3000,Europe,2070000
"Macedonia, FYR",2010,11400,74,12.9,0.0795,2960,Europe,2070000
Madagascar,1995,1400,56.9,8.52,3.08,2030,Africa,13500000
Madagascar,1996,1390,57.2,10.5,3.12,2020,Africa,13900000
Madagascar,1997,1390,57.5,11.9,3.15,2020,Africa,14300000
Madagascar,1998,1400,57.8,10.2,3.16,2010,Africa,14800000
Madagascar,1999,1420,58.2,12.1,3.15,2010,Africa,15300000
Madagascar,2000,1440,58.5,15.6,3.12,2010,Africa,15800000
Madagascar,2001,1480,59,15,3.09,1990,Africa,16300000
Madagascar,2002,1260,59.1,13.2,3.05,1950,Africa,16800000
Madagascar,2003,1340,59.3,11.9,3.02,1980,Africa,17300000
Madagascar,2004,1370,59.6,11.6,2.99,1980,Africa,17800000
Madagascar,2005,1390,60.1,11.6,2.95,2060,Africa,18300000
Madagascar,2006,1420,60.4,12.4,2.92,2080,Africa,18900000
Madagascar,2007,1460,60.6,14.7,2.89,2100,Africa,19400000
Madagascar,2008,1520,60.8,14.6,2.86,2060,Africa,20000000
Madagascar,2009,1420,60.8,14.7,2.82,2070,Africa,20600000
Madagascar,2010,1390,60.8,14.7,2.79,2070,Africa,21200000
Malawi,1995,821,46,5.06,1.14,2000,Africa,9910000
Malawi,1996,863,45.4,5.06,2.01,2020,Africa,10100000
Malawi,1997,873,45,5.06,2.66,2060,Africa,10400000
Malawi,1998,879,44.6,5.18,3.06,2120,Africa,10700000
Malawi,1999,878,44.4,6.54,3.12,2180,Africa,11000000
Malawi,2000,866,44.7,8.98,2.96,2200,Africa,11400000
Malawi,2001,800,45.1,8.72,2.77,2240,Africa,11700000
Malawi,2002,792,45.5,13,2.68,2170,Africa,12000000
Malawi,2003,816,46.2,16.7,2.65,2170,Africa,12300000
Malawi,2004,837,46.8,21,2.71,2170,Africa,12700000
Malawi,2005,840,47.6,20,2.83,2190,Africa,13000000
Malawi,2006,854,48.5,20,2.94,2270,Africa,13400000
Malawi,2007,908,49.5,14.2,3.02,2290,Africa,13800000
Malawi,2008,948,50.6,14.2,3.06,2320,Africa,14300000
Malawi,2009,996,51.8,14.2,3.06,2310,Africa,14700000
Malawi,2010,1030,53.1,14.2,3.03,2330,Africa,15200000
Malaysia,1995,14600,72.4,7.89,2.51,2920,Asia & Pacific,20500000
Malaysia,1996,15700,72.5,7.97,2.54,2920,Asia & Pacific,21000000
Malaysia,1997,16400,72.7,7.56,2.55,2910,Asia & Pacific,21600000
Malaysia,1998,14800,72.8,8.06,2.51,2890,Asia & Pacific,22100000
Malaysia,1999,15300,72.9,8.02,2.43,2910,Asia & Pacific,22700000
Malaysia,2000,16300,73.1,8.01,2.31,2840,Asia & Pacific,23200000
Malaysia,2001,16000,73.3,7.83,2.19,2820,Asia & Pacific,23700000
Malaysia,2002,16600,73.4,8.02,2.09,2770,Asia & Pacific,24200000
Malaysia,2003,17200,73.5,9.57,2,2790,Asia & Pacific,24700000
Malaysia,2004,18000,73.7,8.87,1.95,2830,Asia & Pacific,25200000
Malaysia,2005,18600,73.9,7.74,1.91,2790,Asia & Pacific,25700000
Malaysia,2006,19300,74.1,8.8,1.87,2810,Asia & Pacific,26100000
Malaysia,2007,20700,74.2,8.3,1.83,2840,Asia & Pacific,26600000
Malaysia,2008,21000,74.3,7.94,1.81,2790,Asia & Pacific,27100000
Malaysia,2009,20100,74.3,8.43,1.81,2840,Asia & Pacific,27600000
Malaysia,2010,21100,74.5,9.21,1.82,2880,Asia & Pacific,28100000
Maldives,1995,5070,67.8,10.1,2.25,2420,Asia & Pacific,254000
Maldives,1996,5390,68.8,11.2,2.04,2420,Asia & Pacific,259000
Maldives,1997,5890,69.8,11.1,1.89,2400,Asia & Pacific,264000
Maldives,1998,6320,70.6,10.9,1.85,2430,Asia & Pacific,269000
Maldives,1999,6690,71.3,10.3,1.94,2480,Asia & Pacific,274000
Maldives,2000,6860,72.1,11.3,2.13,2440,Asia & Pacific,280000
Maldives,2001,6970,72.8,10.4,2.34,2480,Asia & Pacific,287000
Maldives,2002,7230,73.5,10.2,2.52,2500,Asia & Pacific,294000
Maldives,2003,8090,74.3,11.9,2.64,2400,Asia & Pacific,302000
Maldives,2004,8920,73.8,13.8,2.68,2440,Asia & Pacific,310000
Maldives,2005,7960,75.7,11.6,2.67,2460,Asia & Pacific,319000
Maldives,2006,9200,76.3,11.4,2.64,2390,Asia & Pacific,327000
Maldives,2007,9670,77.1,10.5,2.62,2490,Asia & Pacific,336000
Maldives,2008,10500,77.6,12.2,2.64,2550,Asia & Pacific,345000
Maldives,2009,10000,77.8,7.91,2.7,2600,Asia & Pacific,355000
Maldives,2010,10500,77.9,8.58,2.78,2720,Asia & Pacific,365000
Mali,1995,1310,51.3,12.1,2.65,2340,Africa,9600000
Mali,1996,1370,51.5,13.6,2.59,2370,Africa,9860000
Mali,1997,1400,52.1,11.4,2.58,2360,Africa,10100000
Mali,1998,1460,51,9.6,2.6,2430,Africa,10400000
Mali,1999,1510,53.4,7.88,2.69,2450,Africa,10700000
Mali,2000,1460,53.4,8.89,2.81,2450,Africa,11000000
Mali,2001,1640,53.9,11.9,2.93,2500,Africa,11300000
Mali,2002,1640,54.4,10.1,3.01,2500,Africa,11600000
Mali,2003,1740,55.2,10.7,3.1,2520,Africa,12000000
Mali,2004,1710,55.8,13,3.17,2540,Africa,12400000
Mali,2005,1760,56.5,11.4,3.23,2580,Africa,12800000
Mali,2006,1780,57.1,11.6,3.29,2650,Africa,13200000
Mali,2007,1790,57.7,11.4,3.33,2720,Africa,13700000
Mali,2008,1810,58.4,12.2,3.33,2780,Africa,14100000
Mali,2009,1830,59,10,3.26,2830,Africa,14600000
Mali,2010,1870,59.5,10.6,3.16,2810,Africa,15100000
Malta,1995,19800,77.1,9.89,0.697,3280,Europe,380000
Malta,1996,20400,77.3,9.99,0.657,3290,Europe,384000
Malta,1997,21300,77.4,10.6,0.757,3300,Europe,387000
Malta,1998,22300,77.4,10.8,0.65,3350,Europe,391000
Malta,1999,23200,77.3,10.7,0.593,3370,Europe,394000
Malta,2000,24600,77.5,12.1,0.645,3330,Europe,397000
Malta,2001,24600,77.8,11.8,0.751,3340,Europe,399000
Malta,2002,25100,78.1,13.3,0.746,3340,Europe,401000
Malta,2003,25600,78.5,12.6,0.658,3370,Europe,403000
Malta,2004,25500,78.8,13.4,0.672,3370,Europe,405000
Malta,2005,26300,79.1,14.4,0.637,3370,Europe,407000
Malta,2006,26700,79.4,14.5,0.364,3370,Europe,409000
Malta,2007,27700,79.6,13.6,0.349,3370,Europe,410000
Malta,2008,28400,79.7,12.3,0.651,3370,Europe,412000
Malta,2009,27500,80,12.7,0.754,3380,Europe,414000
Malta,2010,28300,80.3,13.2,0.491,3390,Europe,416000
Marshall Islands,1995,3480,64.5,9.27,0.866,NA,Asia & Pacific,51000
Marshall Islands,1996,3100,64.4,19.4,0.754,NA,Asia & Pacific,51400
Marshall Islands,1997,2890,64.1,19.4,0.565,NA,Asia & Pacific,51700
Marshall Islands,1998,2790,63.9,19.4,0.45,NA,Asia & Pacific,51900
Marshall Islands,1999,2720,63.7,19.4,0.296,NA,Asia & Pacific,52100
Marshall Islands,2000,2870,63.3,21.1,0.153,NA,Asia & Pacific,52200
Marshall Islands,2001,3020,63.4,18.9,0.046,NA,Asia & Pacific,52200
Marshall Islands,2002,3110,63.3,17.3,-0.0479,NA,Asia & Pacific,52200
Marshall Islands,2003,3110,63.3,16.8,-0.0806,NA,Asia & Pacific,52100
Marshall Islands,2004,3110,63.2,16.7,-0.0806,NA,Asia & Pacific,52100
Marshall Islands,2005,3200,63.1,15.6,-0.0365,NA,Asia & Pacific,52100
Marshall Islands,2006,3260,63,16.6,0.0442,NA,Asia & Pacific,52100
Marshall Islands,2007,3370,63.2,15.3,0.113,NA,Asia & Pacific,52100
Marshall Islands,2008,3310,63.4,15.7,0.155,NA,Asia & Pacific,52200
Marshall Islands,2009,3250,63.5,19.5,0.195,NA,Asia & Pacific,52300
Marshall Islands,2010,3450,63.7,17,0.2,NA,Asia & Pacific,52400
Mauritania,1995,2860,61.6,11.6,2.86,2580,Arab States,2330000
Mauritania,1996,2940,61.8,7.57,2.97,2600,Arab States,2400000
Mauritania,1997,2740,62.3,8.83,3.05,2620,Arab States,2470000
Mauritania,1998,2730,62.7,12.1,3.09,2660,Arab States,2550000
Mauritania,1999,2850,63.2,16,3.07,2640,Arab States,2630000
Mauritania,2000,2750,63.7,12.8,3.02,2630,Arab States,2710000
Mauritania,2001,2730,64,8.12,2.96,2630,Arab States,2790000
Mauritania,2002,2660,64.5,10.5,2.91,2640,Arab States,2870000
Mauritania,2003,2740,65,7.2,2.88,2710,Arab States,2960000
Mauritania,2004,2820,65.3,9.81,2.86,2600,Arab States,3040000
Mauritania,2005,2990,65.7,9.06,2.85,2630,Arab States,3130000
Mauritania,2006,3450,66.4,7.78,2.83,2600,Arab States,3220000
Mauritania,2007,3450,66.9,8.56,2.82,2730,Arab States,3310000
Mauritania,2008,3390,67.4,7.3,2.82,2770,Arab States,3410000
Mauritania,2009,3260,67.8,7.3,2.86,2760,Arab States,3510000
Mauritania,2010,3320,68.2,7.3,2.9,2800,Arab States,3610000
Mauritius,1995,8850,70.4,8.99,0.86,2900,Africa,1130000
Mauritius,1996,9240,70.6,8.51,1.02,2870,Africa,1140000
Mauritius,1997,9650,70.9,7.74,1.25,2830,Africa,1150000
Mauritius,1998,10100,71.1,9.93,1.05,2860,Africa,1170000
Mauritius,1999,10300,71.3,8.21,1.27,2860,Africa,1180000
Mauritius,2000,11100,71.5,8.71,0.983,2900,Africa,1190000
Mauritius,2001,11300,71.7,10.8,0.79,2950,Africa,1190000
Mauritius,2002,11400,71.8,9.34,0.694,2950,Africa,1200000
Mauritius,2003,11800,72,8.82,0.724,2960,Africa,1210000
Mauritius,2004,12400,72.2,9.74,0.627,3020,Africa,1220000
Mauritius,2005,12400,72.4,9.38,0.592,3010,Africa,1220000
Mauritius,2006,13400,72.5,8.82,0.466,3020,Africa,1230000
Mauritius,2007,14100,72.8,8.86,0.456,3080,Africa,1230000
Mauritius,2008,14900,73,7.95,0.362,3000,Africa,1240000
Mauritius,2009,15300,73.2,8.32,0.266,3120,Africa,1240000
Mauritius,2010,15900,73.4,9.82,0.238,3150,Africa,1250000
Mexico,1995,12700,72.9,15.1,1.82,2970,South/Latin America,94000000
Mexico,1996,13200,73.2,13.3,1.73,2990,South/Latin America,95700000
Mexico,1997,13900,73.5,14.2,1.65,2970,South/Latin America,97300000
Mexico,1998,14300,73.7,15.8,1.57,2970,South/Latin America,98800000
Mexico,1999,14500,74.1,17.3,1.49,2980,South/Latin America,100000000
Mexico,2000,15000,74.6,16.6,1.4,3040,South/Latin America,102000000
Mexico,2001,14700,74.9,16.6,1.32,3090,South/Latin America,103000000
Mexico,2002,14600,74.9,15.7,1.24,3100,South/Latin America,104000000
Mexico,2003,14600,74.9,15.5,1.22,3110,South/Latin America,106000000
Mexico,2004,15000,75.2,17.4,1.27,3110,South/Latin America,107000000
Mexico,2005,15300,75.2,16.5,1.37,3070,South/Latin America,108000000
Mexico,2006,15800,75.5,15.9,1.48,3080,South/Latin America,110000000
Mexico,2007,16000,75.7,15.5,1.57,3100,South/Latin America,112000000
Mexico,2008,16000,75.5,15,1.62,3080,South/Latin America,114000000
Mexico,2009,15000,75.4,11.9,1.61,3040,South/Latin America,116000000
Mexico,2010,15500,75.5,NA,1.56,3040,South/Latin America,117000000
"Micronesia, Fed. Sts.",1995,3190,64.3,11.3,1.4,NA,Asia & Pacific,108000
"Micronesia, Fed. Sts.",1996,3060,64.5,11.3,0.73,NA,Asia & Pacific,108000
"Micronesia, Fed. Sts.",1997,2870,64.6,11.3,0.146,NA,Asia & Pacific,109000
"Micronesia, Fed. Sts.",1998,2970,64.8,8.95,-0.244,NA,Asia & Pacific,108000
"Micronesia, Fed. Sts.",1999,3020,65,9.71,-0.391,NA,Asia & Pacific,108000
"Micronesia, Fed. Sts.",2000,3170,64.8,10.9,-0.357,NA,Asia & Pacific,107000
"Micronesia, Fed. Sts.",2001,3230,65.4,12.5,-0.249,NA,Asia & Pacific,107000
"Micronesia, Fed. Sts.",2002,3260,64.5,12.5,-0.17,NA,Asia & Pacific,107000
"Micronesia, Fed. Sts.",2003,3320,65.7,13.5,-0.156,NA,Asia & Pacific,107000
"Micronesia, Fed. Sts.",2004,3220,65.7,14,-0.224,NA,Asia & Pacific,107000
"Micronesia, Fed. Sts.",2005,3300,65.6,19.1,-0.358,NA,Asia & Pacific,106000
"Micronesia, Fed. Sts.",2006,3310,65.6,18.3,-0.483,NA,Asia & Pacific,106000
"Micronesia, Fed. Sts.",2007,3260,65.6,18.8,-0.575,NA,Asia & Pacific,105000
"Micronesia, Fed. Sts.",2008,3200,65.6,19.8,-0.573,NA,Asia & Pacific,104000
"Micronesia, Fed. Sts.",2009,3240,65.5,18.9,-0.497,NA,Asia & Pacific,104000
"Micronesia, Fed. Sts.",2010,3340,65.4,20,-0.331,NA,Asia & Pacific,104000
Moldova,1995,2610,64.6,13.1,-0.432,2490,Europe,4340000
Moldova,1996,2460,65.3,15.1,-0.2,2450,Europe,4310000
Moldova,1997,2510,67,12.2,-0.37,2460,Europe,4280000
Moldova,1998,2340,67.7,9.62,-0.0404,2460,Europe,4250000
Moldova,1999,2270,67.5,7.93,-0.157,2480,Europe,4220000
Moldova,2000,2320,67.6,9.55,-0.203,2500,Europe,4200000
Moldova,2001,2470,68.1,10.9,-0.224,2530,Europe,4190000
Moldova,2002,2670,68.5,11.8,-0.232,2570,Europe,4180000
Moldova,2003,2850,68.8,12,-0.282,2560,Europe,4170000
Moldova,2004,3070,69.1,11.9,-0.247,2580,Europe,4170000
Moldova,2005,3310,68.5,11.3,-0.243,2630,Europe,4160000
Moldova,2006,3480,68.9,11.8,-0.278,2690,Europe,4140000
Moldova,2007,3590,69.2,11.7,-0.232,2750,Europe,4130000
Moldova,2008,3880,69.6,13,-0.19,2790,Europe,4110000
Moldova,2009,3650,69.9,13.4,-0.126,2700,Europe,4100000
Moldova,2010,3910,69.7,13.1,-0.0999,2680,Europe,4080000
Monaco,1995,44500,NA,14.3,0.864,NA,Europe,30700
Monaco,1996,44800,NA,13,0.895,NA,Europe,31000
Monaco,1997,45700,NA,14.8,0.913,NA,Europe,31300
Monaco,1998,47100,NA,14.7,0.867,NA,Europe,31500
Monaco,1999,48500,NA,12.5,0.875,NA,Europe,31800
Monaco,2000,50200,NA,14.2,0.883,NA,Europe,32100
Monaco,2001,50900,NA,13.8,0.863,NA,Europe,32400
Monaco,2002,51100,NA,14.6,0.828,NA,Europe,32600
Monaco,2003,51300,NA,17.7,0.927,NA,Europe,32900
Monaco,2004,52200,NA,16.6,1.15,NA,Europe,33300
Monaco,2005,52800,NA,16.3,1.43,NA,Europe,33800
Monaco,2006,54600,NA,15.6,1.8,NA,Europe,34400
Monaco,2007,60900,NA,15,2.02,NA,Europe,35100
Monaco,2008,59900,NA,15.8,2.09,NA,Europe,35900
Monaco,2009,53700,NA,18.5,1.88,NA,Europe,36500
Monaco,2010,54100,NA,18.8,1.52,NA,Europe,37100
Mongolia,1995,4240,61.7,10.7,0.766,2030,Asia & Pacific,2300000
Mongolia,1996,4300,61.5,12.7,0.803,2040,Asia & Pacific,2320000
Mongolia,1997,4440,61.7,9.94,0.822,2030,Asia & Pacific,2340000
Mongolia,1998,4550,62,8.78,0.848,2100,Asia & Pacific,2360000
Mongolia,1999,4640,62.4,9.95,0.87,2140,Asia & Pacific,2380000
Mongolia,2000,4660,62.8,10.7,0.891,2180,Asia & Pacific,2400000
Mongolia,2001,4750,63.1,10.9,0.928,2220,Asia & Pacific,2420000
Mongolia,2002,4920,63.4,10.7,0.982,2230,Asia & Pacific,2440000
Mongolia,2003,5220,63.5,10.1,1.04,2220,Asia & Pacific,2470000
Mongolia,2004,5710,63.7,10.3,1.11,2230,Asia & Pacific,2500000
Mongolia,2005,6050,64,10.6,1.18,2250,Asia & Pacific,2530000
Mongolia,2006,6480,64.5,8.34,1.24,2290,Asia & Pacific,2560000
Mongolia,2007,7060,65.1,8.54,1.31,2340,Asia & Pacific,2590000
Mongolia,2008,7580,65.6,8.58,1.4,2380,Asia & Pacific,2630000
Mongolia,2009,7370,65.9,8.84,1.52,2450,Asia & Pacific,2670000
Mongolia,2010,7710,66.2,8.04,1.65,2430,Asia & Pacific,2710000
Montenegro,1995,7810,74,16.9,0.0528,NA,Europe,620000
Montenegro,1996,9780,73.8,16.9,-0.116,NA,Europe,620000
Montenegro,1997,10200,73.7,16.9,-0.243,NA,Europe,618000
Montenegro,1998,10700,73.6,16.9,-0.305,NA,Europe,616000
Montenegro,1999,9760,73.6,16.9,-0.419,NA,Europe,615000
Montenegro,2000,10100,73.8,16.9,-0.028,NA,Europe,614000
Montenegro,2001,10100,74,16.9,0.402,NA,Europe,613000
Montenegro,2002,10300,74.3,16.9,0.401,NA,Europe,613000
Montenegro,2003,10500,74.5,17.8,0.399,NA,Europe,614000
Montenegro,2004,11000,74.7,16.9,0.177,NA,Europe,615000
Montenegro,2005,11400,75,14.3,0.148,NA,Europe,616000
Montenegro,2006,12400,75.3,13.6,0.124,3280,Europe,618000
Montenegro,2007,13700,75.6,13.6,0.138,3410,Europe,619000
Montenegro,2008,14600,76,13.6,0.177,3480,Europe,621000
Montenegro,2009,13700,76.2,13.6,0.215,3490,Europe,623000
Montenegro,2010,14000,76.4,13.6,0.183,3460,Europe,624000
Morocco,1995,3920,69,3.78,1.52,2950,Arab States,27100000
Morocco,1996,4340,69.5,4.41,1.41,3090,Arab States,27500000
Morocco,1997,4210,69.8,3.89,1.32,3100,Arab States,27800000
Morocco,1998,4460,70.2,4.16,1.25,3150,Arab States,28200000
Morocco,1999,4450,70.5,4.13,1.2,3080,Arab States,28500000
Morocco,2000,4480,70.9,3.98,1.17,3060,Arab States,28800000
Morocco,2001,4750,71.2,4.43,1.14,3120,Arab States,29200000
Morocco,2002,4840,71.5,5.04,1.13,3150,Arab States,29500000
Morocco,2003,5070,71.7,5.04,1.12,3200,Arab States,29800000
Morocco,2004,5250,71.9,5.14,1.12,3260,Arab States,30200000
Morocco,2005,5360,72.2,4.74,1.13,3210,Arab States,30500000
Morocco,2006,5700,72.5,5.93,1.13,3270,Arab States,30900000
Morocco,2007,5830,72.7,6.9,1.15,3250,Arab States,31200000
Morocco,2008,6110,73,6.54,1.18,3270,Arab States,31600000
Morocco,2009,6290,73.3,7.25,1.24,3290,Arab States,32000000
Morocco,2010,6440,73.5,6.59,1.3,3290,Arab States,32400000
Mozambique,1995,373,51.2,14.1,3.5,1850,Africa,15800000
Mozambique,1996,459,51.2,14.1,3.06,1940,Africa,16200000
Mozambique,1997,495,51.2,13.7,2.75,1970,Africa,16700000
Mozambique,1998,540,51.3,15,2.57,1990,Africa,17100000
Mozambique,1999,568,51.4,16.1,2.58,2000,Africa,17600000
Mozambique,2000,562,51.3,17,2.71,1990,Africa,18100000
Mozambique,2001,615,51.8,14.8,2.84,1980,Africa,18600000
Mozambique,2002,650,51.8,15.5,2.92,2040,Africa,19100000
Mozambique,2003,672,52.1,15,2.97,2090,Africa,19700000
Mozambique,2004,703,52.3,13.8,2.98,2060,Africa,20300000
Mozambique,2005,742,52.4,18.2,2.96,2040,Africa,20900000
Mozambique,2006,792,52.6,15.2,2.94,2110,Africa,21500000
Mozambique,2007,826,52.9,12.8,2.93,2080,Africa,22200000
Mozambique,2008,858,53.6,10.5,2.92,2160,Africa,22800000
Mozambique,2009,886,54.1,12.2,2.92,2170,Africa,23500000
Mozambique,2010,918,54.5,12.2,2.92,2240,Africa,24200000
Myanmar,1995,927,59.6,1.48,1.22,1770,Asia & Pacific,43200000
Myanmar,1996,974,59.9,1.24,1.28,1790,Asia & Pacific,43800000
Myanmar,1997,1020,60.1,0.889,1.31,1840,Asia & Pacific,44400000
Myanmar,1998,1060,60.5,0.66,1.32,1840,Asia & Pacific,45000000
Myanmar,1999,1160,60.8,0.779,1.28,1840,Asia & Pacific,45500000
Myanmar,2000,1310,61.1,1.15,1.21,1910,Asia & Pacific,46100000
Myanmar,2001,1440,61.5,0.992,1.15,1960,Asia & Pacific,46600000
Myanmar,2002,1590,62,1.47,1.09,2000,Asia & Pacific,47100000
Myanmar,2003,1800,62.5,1.14,1.02,2060,Asia & Pacific,47600000
Myanmar,2004,2020,63,1.25,0.938,2090,Asia & Pacific,48100000
Myanmar,2005,2280,63.6,0.771,0.847,2140,Asia & Pacific,48500000
Myanmar,2006,2550,64.3,1.2,0.748,2210,Asia & Pacific,48800000
Myanmar,2007,2840,65,0.926,0.663,2280,Asia & Pacific,49200000
Myanmar,2008,3110,59.8,0.911,0.625,2370,Asia & Pacific,49500000
Myanmar,2009,3420,66.2,0.971,0.647,2410,Asia & Pacific,49800000
Myanmar,2010,3720,66.8,0.971,0.711,2500,Asia & Pacific,50200000
Namibia,1995,5900,59.9,12.1,2.98,2030,Africa,1660000
Namibia,1996,5900,58.9,12.8,3.04,2040,Africa,1710000
Namibia,1997,5970,57.7,13.5,3.03,2080,Africa,1760000
Namibia,1998,5990,56.4,13.4,2.89,2070,Africa,1810000
Namibia,1999,6030,55,13.3,2.59,2170,Africa,1860000
Namibia,2000,6110,53.6,13.1,2.19,2250,Africa,1900000
Namibia,2001,6070,52.9,10.3,1.79,2270,Africa,1930000
Namibia,2002,6270,52,11.1,1.47,2220,Africa,1960000
Namibia,2003,6450,51.5,11.3,1.24,2250,Africa,1990000
Namibia,2004,7160,51.3,10.7,1.14,2270,Africa,2010000
Namibia,2005,7260,51.6,12.5,1.14,2240,Africa,2030000
Namibia,2006,7680,52.5,11.1,1.15,2230,Africa,2060000
Namibia,2007,8100,54.1,13.1,1.17,2220,Africa,2080000
Namibia,2008,8210,55.6,12.1,1.26,2120,Africa,2110000
Namibia,2009,8110,57.2,12.1,1.45,2060,Africa,2140000
Namibia,2010,8460,58.6,12.1,1.68,2060,Africa,2170000
Nauru,1995,11400,NA,5.92,1.13,NA,Asia & Pacific,9970
Nauru,1996,9970,NA,5.43,0.6,NA,Asia & Pacific,10000
Nauru,1997,8820,NA,10,0.279,NA,Asia & Pacific,10100
Nauru,1998,7990,NA,15,-0.109,NA,Asia & Pacific,10000
Nauru,1999,7480,NA,12.4,-0.0597,NA,Asia & Pacific,10000
Nauru,2000,6960,NA,11.2,-0.0299,NA,Asia & Pacific,10000
Nauru,2001,6490,NA,14,0.149,NA,Asia & Pacific,10100
Nauru,2002,5830,NA,18.2,0.278,NA,Asia & Pacific,10100
Nauru,2003,5830,NA,23.8,0.258,NA,Asia & Pacific,10100
Nauru,2004,5570,NA,28.6,0.198,NA,Asia & Pacific,10100
Nauru,2005,4900,NA,18.5,-0.119,NA,Asia & Pacific,10100
Nauru,2006,3930,NA,18.5,-0.426,NA,Asia & Pacific,10100
Nauru,2007,3960,NA,18.5,-0.687,NA,Asia & Pacific,10000
Nauru,2008,5330,NA,9.34,-0.551,NA,Asia & Pacific,9950
Nauru,2009,5800,NA,9.25,-0.0201,NA,Asia & Pacific,9950
Nauru,2010,6590,NA,9.76,0.801,NA,Asia & Pacific,10000
Nepal,1995,1350,60.6,4.58,2.5,2240,Asia & Pacific,21400000
Nepal,1996,1390,61.3,4.51,2.34,2220,Asia & Pacific,21900000
Nepal,1997,1430,62,5.79,2.2,2270,Asia & Pacific,22400000
Nepal,1998,1440,62.5,6.5,2.06,2240,Asia & Pacific,22900000
Nepal,1999,1480,63.2,5.74,1.95,2310,Asia & Pacific,23300000
Nepal,2000,1540,63.7,6.48,1.85,2260,Asia & Pacific,23700000
Nepal,2001,1590,64.3,8.33,1.76,2280,Asia & Pacific,24200000
Nepal,2002,1560,64.4,8.91,1.66,2280,Asia & Pacific,24600000
Nepal,2003,1600,65.2,9.45,1.55,2340,Asia & Pacific,25000000
Nepal,2004,1650,65.6,12.2,1.43,2370,Asia & Pacific,25300000
Nepal,2005,1680,66,12.7,1.3,2410,Asia & Pacific,25600000
Nepal,2006,1720,66.5,15,1.16,2380,Asia & Pacific,25900000
Nepal,2007,1760,66.9,11.3,1.05,2430,Asia & Pacific,26200000
Nepal,2008,1850,67.3,12.4,0.991,2490,Asia & Pacific,26500000
Nepal,2009,1920,67.8,11.1,0.997,2530,Asia & Pacific,26700000
Nepal,2010,1990,68.3,8.96,1.05,2560,Asia & Pacific,27000000
Netherlands,1995,34800,77.5,10.5,0.494,3360,Europe,15500000
Netherlands,1996,35800,77.6,11,0.461,3370,Europe,15600000
Netherlands,1997,37200,77.8,11.3,0.515,3270,Europe,15700000
Netherlands,1998,38600,77.9,11.1,0.617,3360,Europe,15700000
Netherlands,1999,40300,78,11,0.665,3280,Europe,15800000
Netherlands,2000,41700,78.1,11.4,0.715,3270,Europe,15900000
Netherlands,2001,42300,78.2,11.5,0.755,3250,Europe,16000000
Netherlands,2002,42100,78.4,12,0.638,3250,Europe,16100000
Netherlands,2003,42000,78.7,12.7,0.472,3140,Europe,16200000
Netherlands,2004,42700,79.1,12.9,0.347,3200,Europe,16300000
Netherlands,2005,43500,79.4,13.3,0.234,3230,Europe,16400000
Netherlands,2006,45000,79.8,16.1,0.161,3210,Europe,16400000
Netherlands,2007,46500,80.1,16.1,0.218,3240,Europe,16500000
Netherlands,2008,47100,80.3,16.1,0.389,3230,Europe,16600000
Netherlands,2009,45100,80.5,18.4,0.514,3210,Europe,16600000
Netherlands,2010,45500,80.7,18.4,0.513,3210,Europe,16700000
New Zealand,1995,25700,77,13.3,1.46,3210,Asia & Pacific,3670000
New Zealand,1996,26200,77.2,13.3,1.58,3200,Asia & Pacific,3720000
New Zealand,1997,26400,77.5,13.7,1.31,3220,Asia & Pacific,3750000
New Zealand,1998,26300,77.9,14.5,0.887,3210,Asia & Pacific,3780000
New Zealand,1999,27600,78.2,14.7,0.525,3190,Asia & Pacific,3820000
New Zealand,2000,28300,78.5,15.6,0.588,3170,Asia & Pacific,3860000
New Zealand,2001,29100,78.7,15.8,0.589,3120,Asia & Pacific,3910000
New Zealand,2002,29900,79,17,1.74,3120,Asia & Pacific,3960000
New Zealand,2003,30700,79.2,16.4,1.97,3120,Asia & Pacific,4020000
New Zealand,2004,31400,79.5,17,1.49,3160,Asia & Pacific,4080000
New Zealand,2005,32100,79.8,17.1,1.13,3180,Asia & Pacific,4140000
New Zealand,2006,32600,80,18,1.22,3150,Asia & Pacific,4190000
